"ID_ESTADO","NOMBRE_ESTADO","ID_MUNICIPIO","MUNICIPIO","MEADE","ANAYA","AMLO","MARGARITA","BRONCO","NUM_VOTOS_CAN_NREG","NUM_VOTOS_NULOS","GANADOR"
21,"PUEBLA",202,"XOCHITLAN DE VICENTE SUAREZ-PUE",2407,1414,1905,0,59,0,450,"MEADE"
21,"PUEBLA",29,"CAÑADA MORELOS-PUE",1694,1391,5472,1,162,1,473,"AMLO"
15,"MÉXICO",6,"ALMOLOYA DEL RIO-MEX",1298,889,3886,1,272,2,135,"AMLO"
17,"MORELOS",29,"YAUTEPEC-MOR",5035,8249,32163,2,3313,73,1478,"AMLO"
26,"SONORA",13,"BAVISPE-SON",508,23,462,0,19,0,6,"MEADE"
12,"GUERRERO",58,"TECPAN DE GALEANA-GRO",4389,3060,21063,10,282,0,1004,"AMLO"
26,"SONORA",18,"DIVISADEROS-SON",400,24,461,1,7,0,9,"AMLO"
20,"OAXACA",307,"SAN PEDRO IXCATLAN-OAX",1923,329,3961,3,46,0,122,"AMLO"
13,"HIDALGO",70,"TLAHUILTEPA-HGO",2036,506,1838,0,42,1,198,"MEADE"
15,"MÉXICO",4,"ALMOLOYA DE ALQUISIRAS-MEX",3031,1317,4018,3,151,0,245,"AMLO"
15,"MÉXICO",50,"JOQUICINGO-MEX",2169,800,4243,3,202,0,165,"AMLO"
11,"GUANAJUATO",34,"SANTA CATARINA-GTO",747,1329,739,1,73,1,105,"ANAYA"
14,"JALISCO",33,"CHIQUILISTLAN-JAL",787,903,1151,3,54,0,107,"AMLO"
20,"OAXACA",285,"SAN MIGUEL TULANCINGO-OAX",22,17,110,2,4,0,1,"AMLO"
23,"QUINTANA ROO",6,"LAZARO CARDENAS-ROO",1646,2446,10863,1,238,0,373,"AMLO"
11,"GUANAJUATO",8,"MANUEL DOBLADO-GTO",6497,6650,3305,1,1184,13,600,"ANAYA"
22,"QUERÉTARO",9,"LANDA DE MATAMOROS-QRO",3195,3721,2848,1,248,2,501,"ANAYA"
20,"OAXACA",250,"SAN MATEO PEÑASCO-OAX",92,198,481,0,5,0,72,"AMLO"
21,"PUEBLA",214,"ZINACATEPEC-PUE",1280,1084,6148,12,167,0,274,"AMLO"
15,"MÉXICO",45,"JALTENCO-MEX",2533,2311,8159,0,779,7,238,"AMLO"
21,"PUEBLA",215,"ZONGOZOTLA-PUE",1052,648,1097,0,14,0,132,"AMLO"
20,"OAXACA",372,"SANTA CATARINA TICUA-OAX",43,85,358,0,8,0,33,"AMLO"
20,"OAXACA",72,"REFORMA DE PINEDA-OAX",515,88,1112,0,21,0,50,"AMLO"
25,"SINALOA",13,"MOCORITO-SIN",6759,3523,11887,6,194,12,935,"AMLO"
26,"SONORA",6,"ATIL-SON",216,223,240,1,33,0,17,"AMLO"
21,"PUEBLA",25,"AYOTOXCO DE GUERRERO-PUE",1461,1077,1651,0,68,0,152,"AMLO"
15,"MÉXICO",5,"ALMOLOYA DE JUAREZ-MEX",16737,16781,36269,1,3324,38,2478,"AMLO"
16,"MICHOACÁN",101,"TZINTZUNTZAN-MIC",1658,795,4746,0,213,1,383,"AMLO"
14,"JALISCO",17,"AYUTLA-JAL",743,3697,1821,1,232,2,207,"ANAYA"
8,"CHIHUAHUA",7,"BALLEZA-COA",4391,1313,2164,0,108,0,521,"MEADE"
12,"GUERRERO",51,"PUNGARABATO-GRO",3626,1647,12491,1,393,2,643,"AMLO"
21,"PUEBLA",154,"TECOMATLAN-PUE",1600,143,827,0,18,0,73,"MEADE"
16,"MICHOACÁN",9,"ARIO-MIC",3277,4545,6391,3,735,7,849,"AMLO"
16,"MICHOACÁN",22,"CHARO-MIC",3095,2769,3500,23,579,2,437,"AMLO"
12,"GUERRERO",56,"TAXCO DE ALARCON-GRO",10416,9240,28431,28,1991,30,1682,"AMLO"
11,"GUANAJUATO",30,"SAN FELIPE-GTO",12134,12936,9482,5,3105,20,1955,"ANAYA"
21,"PUEBLA",188,"TOCHIMILCO-PUE",3016,2726,3088,5,198,2,302,"AMLO"
30,"VERACRUZ",130,"PLATON SANCHEZ-VER",1308,3002,3778,0,142,0,234,"AMLO"
14,"JALISCO",119,"ZACOALCO DE TORRES-JAL",2718,3317,6899,9,806,1,440,"AMLO"
14,"JALISCO",20,"CABO CORRIENTES-JAL",1429,1556,3019,3,113,0,238,"AMLO"
20,"OAXACA",339,"SAN RAYMUNDO JALPAN-OAX",112,112,892,0,48,0,32,"AMLO"
20,"OAXACA",69,"PINOTEPA DE DON LUIS-OAX",1132,502,1835,6,18,0,116,"AMLO"
20,"OAXACA",160,"SAN JERONIMO TECOATL-OAX",120,47,428,0,8,0,30,"AMLO"
20,"OAXACA",18,"COATECAS ALTAS-OAX",355,429,1440,2,23,1,149,"AMLO"
29,"TLAXCALA",27,"TENANCINGO-TLX",597,459,3969,0,74,1,104,"AMLO"
15,"MÉXICO",92,"TEOLOYUCAN-MEX",7048,7028,24750,77,2152,55,777,"AMLO"
20,"OAXACA",13,"CALIHUALA-OAX",48,49,290,0,1,0,16,"AMLO"
31,"YUCATÁN",71,"SUDZAL-YUC",418,395,546,0,14,0,43,"AMLO"
30,"VERACRUZ",42,"COATZINTLA-VER",2411,5610,15195,2,1119,6,606,"AMLO"
27,"TABASCO",10,"JALPA DE MENDEZ-TAB",4685,3249,39745,2,289,3,1213,"AMLO"
20,"OAXACA",313,"SAN PEDRO MARTIR-OAX",113,157,426,0,12,0,32,"AMLO"
29,"TLAXCALA",4,"ATLANGATEPEC-TLX",658,439,1954,1,126,23,144,"AMLO"
12,"GUERRERO",36,"IGUALA DE LA INDEPENDENCIA-GRO",9020,5988,47828,11,2391,8,1616,"AMLO"
16,"MICHOACÁN",107,"YURECUARO-MIC",2723,2426,6509,0,1013,13,455,"AMLO"
10,"DURANGO",20,"OTAEZ-DUR",449,941,673,1,34,1,67,"ANAYA"
20,"OAXACA",58,"MAZATLAN VILLA DE FLORES-OAX",1208,539,2695,5,32,0,390,"AMLO"
20,"OAXACA",125,"SAN CRISTOBAL LACHIRIOAG-OAX",67,44,531,0,7,0,41,"AMLO"
14,"JALISCO",41,"GUADALAJARA-JAL",104858,260998,339920,697,60672,771,20232,"AMLO"
21,"PUEBLA",32,"COATZINGO-PUE",800,361,439,1,24,0,71,"MEADE"
12,"GUERRERO",7,"ARCELIA-GRO",2920,1043,10943,9,81,0,620,"AMLO"
21,"PUEBLA",147,"SANTA INES AHUATEMPAN-PUE",1117,672,1540,0,38,0,77,"AMLO"
16,"MICHOACÁN",87,"TANHUATO-MIC",374,1165,4810,4,309,5,447,"AMLO"
11,"GUANAJUATO",13,"DOCTOR MORA-GTO",1236,5553,3893,8,686,1,481,"ANAYA"
21,"PUEBLA",115,"PUEBLA-PUE",85691,160146,491310,274,42061,542,16519,"AMLO"
20,"OAXACA",473,"SANTIAGO LAOLLAGA-OAX",647,49,1618,0,10,0,17,"AMLO"
8,"CHIHUAHUA",49,"NONOAVA-COA",722,1043,363,0,39,0,50,"ANAYA"
21,"PUEBLA",22,"ATZITZIHUACAN-PUE",1899,1749,2595,0,101,0,267,"AMLO"
20,"OAXACA",281,"SAN MIGUEL TEQUIXTEPEC-OAX",69,51,251,0,7,0,12,"AMLO"
20,"OAXACA",134,"SAN FRANCISCO CAHUACUA-OAX",176,144,946,2,4,0,39,"AMLO"
28,"TAMAULIPAS",5,"BURGOS-TAM",942,1848,661,1,70,0,101,"ANAYA"
12,"GUERRERO",46,"OLINALA-GRO",5849,722,6449,0,120,0,448,"AMLO"
20,"OAXACA",374,"SANTA CATARINA ZAPOQUILA-OAX",78,23,108,0,2,0,6,"AMLO"
13,"HIDALGO",1,"ACATLAN-HGO",1724,1567,5104,4,422,0,351,"AMLO"
10,"DURANGO",17,"NUEVO IDEAL-DUR",1575,2695,4082,5,400,0,270,"AMLO"
19,"NUEVO LEÓN",23,"GRAL. TREVIÑO-NLE",346,589,201,0,140,0,43,"ANAYA"
21,"PUEBLA",171,"TETELA DE OCAMPO-PUE",4441,3804,5590,5,297,2,688,"AMLO"
22,"QUERÉTARO",4,"COLON-QRO",5092,10249,10418,33,1905,44,1200,"AMLO"
32,"ZACATECAS",21,"JIMENEZ DEL TEUL-ZAC",771,600,979,0,29,1,82,"AMLO"
16,"MICHOACÁN",108,"ZACAPU-MIC",5547,6085,18811,8,2750,10,1730,"AMLO"
15,"MÉXICO",100,"TEXCOCO-MEX",24868,15967,78907,85,7019,83,2463,"AMLO"
20,"OAXACA",457,"SANTIAGO CACALOXTEPEC-OAX",413,493,263,0,17,0,29,"ANAYA"
21,"PUEBLA",156,"TEHUITZINGO-PUE",1873,967,3354,1,64,0,162,"AMLO"
31,"YUCATÁN",55,"OPICHEN-YUC",871,1593,1031,0,19,0,56,"ANAYA"
20,"OAXACA",253,"SAN MATEO SINDIHUI-OAX",63,95,436,2,8,1,48,"AMLO"
20,"OAXACA",351,"SAN VICENTE LACHIXIO-OAX",165,251,709,1,8,0,60,"AMLO"
15,"MÉXICO",22,"COCOTITLAN-MEX",1274,1489,5574,10,410,2,153,"AMLO"
16,"MICHOACÁN",16,"COENEO-MIC",2078,2511,4812,4,293,2,579,"AMLO"
32,"ZACATECAS",44,"TABASCO-ZAC",1689,3083,2796,8,294,1,304,"ANAYA"
20,"OAXACA",356,"SANTA ANA DEL VALLE-OAX",85,58,553,0,13,0,24,"AMLO"
32,"ZACATECAS",6,"CAÑITAS DE FELIPE PESCADOR-ZAC",1188,481,2349,1,128,0,216,"AMLO"
26,"SONORA",8,"BACANORA-SON",224,237,375,1,28,0,16,"AMLO"
20,"OAXACA",262,"SAN MIGUEL CHICAHUA-OAX",173,94,625,1,7,0,80,"AMLO"
20,"OAXACA",519,"SANTO DOMINGO TOMALTEPEC-OAX",116,164,1019,3,27,0,36,"AMLO"
20,"OAXACA",408,"SANTA MARIA COYOTEPEC-OAX",241,119,862,2,83,0,27,"AMLO"
12,"GUERRERO",55,"SAN MIGUEL TOTOLAPAN-GRO",685,1957,6115,4,31,0,320,"AMLO"
30,"VERACRUZ",200,"ZENTLA-VER",1169,2917,2185,2,252,34,198,"ANAYA"
32,"ZACATECAS",3,"ATOLINGA-ZAC",528,520,408,3,59,0,52,"MEADE"
24,"SAN LUIS POTOSÍ",39,"TAMPAMOLON CORONA-SLP",1724,1487,3597,3,156,0,528,"AMLO"
15,"MÉXICO",68,"OTZOLOTEPEC-MEX",7414,5895,23001,4,1524,45,1029,"AMLO"
21,"PUEBLA",217,"ZOQUITLAN-PUE",950,2596,5203,2,82,0,529,"AMLO"
20,"OAXACA",479,"SANTIAGO NACALTEPEC-OAX",197,52,495,1,5,0,27,"AMLO"
27,"TABASCO",2,"CARDENAS-TAB",7842,11243,94388,50,732,69,3211,"AMLO"
27,"TABASCO",6,"CUNDUACAN-TAB",5967,4582,48230,11,440,17,1882,"AMLO"
11,"GUANAJUATO",46,"YURIRIA-GTO",7675,10144,10092,13,1848,26,1192,"ANAYA"
8,"CHIHUAHUA",45,"MEOQUI-COA",2637,4650,8978,5,1233,23,524,"AMLO"
20,"OAXACA",480,"SANTIAGO NEJAPILLA-OAX",40,9,31,0,0,0,3,"MEADE"
29,"TLAXCALA",48,"SANTA CATARINA AYOMETLA-TLX",391,315,4056,0,91,0,80,"AMLO"
21,"PUEBLA",155,"TEHUACAN-PUE",14211,19238,97276,79,6828,29,3244,"AMLO"
20,"OAXACA",404,"SANTA MARIA CHILCHOTLA-OAX",3417,1434,4183,0,43,0,632,"AMLO"
20,"OAXACA",426,"SANTA MARIA PAPALO-OAX",187,96,644,0,7,0,81,"AMLO"
21,"PUEBLA",2,"ACATENO-PUE",1157,1325,2441,0,110,0,253,"AMLO"
1,"AGUASCALIENTES",4,"COSIO-AGS",1532,1756,2868,6,210,0,170,"AMLO"
13,"HIDALGO",12,"ATOTONILCO DE TULA-HGO",2899,2560,13340,7,1049,3,380,"AMLO"
20,"OAXACA",335,"SAN PEDRO Y SAN PABLO TEQUIXTEPEC-OAX",161,153,560,2,14,0,24,"AMLO"
21,"PUEBLA",164,"TEPEMAXALCO-PUE",336,141,147,0,5,0,20,"MEADE"
10,"DURANGO",31,"SAN PEDRO DEL GALLO-DUR",292,309,226,0,4,0,26,"ANAYA"
20,"OAXACA",205,"SAN JUAN LAJARCIA-OAX",58,22,177,0,7,0,14,"AMLO"
10,"DURANGO",6,"SIMON BOLIVAR-DUR",1834,2047,790,2,33,0,130,"ANAYA"
20,"OAXACA",505,"SANTO DOMINGO ALBARRADAS-OAX",44,29,263,0,1,0,9,"AMLO"
31,"YUCATÁN",2,"ACANCEH-YUC",3372,1691,3735,0,203,1,376,"AMLO"
13,"HIDALGO",3,"ACTOPAN-HGO",4972,2758,19828,0,1444,6,608,"AMLO"
30,"VERACRUZ",18,"APAZAPAN-VER",325,1021,1086,1,36,1,49,"AMLO"
13,"HIDALGO",39,"MINERAL DEL MONTE-HGO",1286,847,4526,0,315,1,176,"AMLO"
20,"OAXACA",490,"SANTIAGO TETEPEC-OAX",845,97,1649,1,16,0,121,"AMLO"
8,"CHIHUAHUA",4,"AQUILES SERDAN-COA",1723,1526,2324,5,400,0,160,"AMLO"
21,"PUEBLA",98,"MAZAPILTEPEC DE JUAREZ-PUE",136,154,690,0,62,0,44,"AMLO"
7,"CHIAPAS",101,"TUXTLA CHICO-CAM",3153,2598,13761,10,339,5,962,"AMLO"
30,"VERACRUZ",6,"ACULTZINGO-VER",558,2095,6078,0,192,0,357,"AMLO"
14,"JALISCO",50,"JESUS MARIA-JAL",936,6085,1400,2,548,0,321,"ANAYA"
11,"GUANAJUATO",32,"SAN JOSE ITURBIDE-GTO",2935,10227,15165,12,3596,7,1266,"AMLO"
1,"AGUASCALIENTES",5,"JESUS MARIA-AGS",9344,16784,14116,65,3442,33,1018,"ANAYA"
30,"VERACRUZ",78,"ILAMATLAN-VER",908,3135,1771,1,28,1,299,"ANAYA"
30,"VERACRUZ",72,"HIDALGOTITLAN-VER",1265,3212,3375,11,138,3,218,"AMLO"
30,"VERACRUZ",211,"SAN RAFAEL-VER",2463,4524,7060,1,393,11,314,"AMLO"
22,"QUERÉTARO",11,"PEDRO ESCOBEDO-QRO",5806,10505,16410,4,2308,16,1080,"AMLO"
20,"OAXACA",368,"SANTA CATARINA MINAS-OAX",99,122,576,0,28,0,19,"AMLO"
5,"COAHUILA",28,"SABINAS-COL",8169,8100,11502,10,1698,4,643,"AMLO"
21,"PUEBLA",206,"ZACAPALA-PUE",480,495,1149,3,32,1,103,"AMLO"
5,"COAHUILA",11,"GENERAL CEPEDA-COL",1849,3297,1449,2,106,0,146,"ANAYA"
20,"OAXACA",365,"SANTA CATARINA LACHATAO-OAX",172,38,431,0,1,0,18,"AMLO"
30,"VERACRUZ",17,"LA ANTIGUA-VER",1211,4156,8006,0,735,4,334,"AMLO"
5,"COAHUILA",22,"NAVA-COL",2960,2766,7203,0,510,15,329,"AMLO"
16,"MICHOACÁN",71,"PUREPERO-MIC",1605,1615,2839,3,858,3,331,"AMLO"
15,"MÉXICO",15,"ATLAUTLA-MEX",2729,1832,9646,2,439,4,386,"AMLO"
30,"VERACRUZ",143,"SAN JUAN EVANGELISTA-VER",1619,4835,7488,8,183,6,440,"AMLO"
20,"OAXACA",39,"HUAUTLA DE JIMENEZ-OAX",4207,3671,8932,3,175,0,533,"AMLO"
12,"GUERRERO",54,"SAN MARCOS-GRO",4828,4322,14343,0,107,1,2012,"AMLO"
31,"YUCATÁN",18,"CHAPAB-YUC",902,797,906,0,11,0,44,"AMLO"
20,"OAXACA",434,"SANTA MARIA TEMAXCALTEPEC-OAX",336,57,386,0,3,0,28,"AMLO"
29,"TLAXCALA",22,"ACUAMANALA DE MIGUEL HIDALGO-TLX",218,303,2803,0,62,0,41,"AMLO"
32,"ZACATECAS",56,"ZACATECAS-ZAC",11161,12740,42445,8,4988,40,1590,"AMLO"
14,"JALISCO",29,"CUAUTLA-JAL",300,749,351,1,57,0,36,"ANAYA"
14,"JALISCO",65,"OCOTLAN-JAL",4192,12398,22756,86,3340,8,1033,"AMLO"
21,"PUEBLA",149,"SANTIAGO MIAHUATLAN-PUE",1765,1405,7179,2,351,1,341,"AMLO"
26,"SONORA",20,"GRANADOS-SON",431,178,283,0,30,0,14,"MEADE"
25,"SINALOA",10,"EL FUERTE-SIN",10163,4904,29416,22,387,8,1497,"AMLO"
21,"PUEBLA",168,"TEPEXI DE RODRIGUEZ-PUE",2508,1003,6271,3,226,0,426,"AMLO"
20,"OAXACA",9,"ASUNCION TLACOLULITA-OAX",82,18,292,0,4,0,18,"AMLO"
20,"OAXACA",481,"SANTIAGO NILTEPEC-OAX",904,354,2028,0,32,0,120,"AMLO"
21,"PUEBLA",139,"SAN NICOLAS DE LOS RANCHOS-PUE",912,944,3592,2,87,1,280,"AMLO"
21,"PUEBLA",167,"TEPEXCO-PUE",1145,311,2130,0,50,0,158,"AMLO"
28,"TAMAULIPAS",29,"OCAMPO-TAM",2567,3532,2088,0,110,0,202,"ANAYA"
20,"OAXACA",302,"SAN PEDRO COXCALTEPEC CANTAROS-OAX",53,32,228,0,0,0,14,"AMLO"
20,"OAXACA",476,"SANTIAGO MATATLAN-OAX",464,429,2765,2,54,0,145,"AMLO"
30,"VERACRUZ",171,"TEXISTEPEC-VER",1162,2949,5038,2,93,0,242,"AMLO"
7,"CHIAPAS",93,"TECPATAN-CAM",3860,528,6328,2,100,2,690,"AMLO"
24,"SAN LUIS POTOSÍ",37,"TAMAZUNCHALE-SLP",9683,6032,22759,23,861,5,3023,"AMLO"
20,"OAXACA",4,"ASUNCION CACALOTEPEC-OAX",116,104,754,0,2,0,55,"AMLO"
21,"PUEBLA",190,"TOTOLTEPEC DE GUERRERO-PUE",169,188,410,0,19,0,21,"AMLO"
20,"OAXACA",428,"SANTA MARIA PEÑOLES-OAX",1113,230,1578,2,11,4,174,"AMLO"
30,"VERACRUZ",108,"LAS MINAS-VER",206,666,422,2,12,0,43,"ANAYA"
15,"MÉXICO",18,"CALIMAYA-MEX",5300,6877,13628,30,1395,5,610,"AMLO"
7,"CHIAPAS",65,"PALENQUE-CAM",7425,3404,42359,175,910,18,3244,"AMLO"
29,"TLAXCALA",37,"ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS-TLX",665,438,2721,9,89,1,124,"AMLO"
14,"JALISCO",45,"LA HUERTA-JAL",2361,3169,5929,10,288,2,565,"AMLO"
12,"GUERRERO",11,"ATOYAC DE ALVAREZ-GRO",4500,2436,18141,5,402,3,1292,"AMLO"
19,"NUEVO LEÓN",42,"PESQUERIA-NLE",4049,3041,9827,56,3258,36,468,"AMLO"
31,"YUCATÁN",31,"DZONCAUICH-YUC",1105,1015,455,0,21,0,14,"MEADE"
11,"GUANAJUATO",37,"SILAO DE LA VICTORIA-GTO",10919,22166,22199,35,5953,56,1649,"AMLO"
20,"OAXACA",248,"SAN MATEO ETLATONGO-OAX",69,35,371,0,6,0,14,"AMLO"
32,"ZACATECAS",18,"HUANUSCO-ZAC",684,744,839,0,89,0,100,"AMLO"
7,"CHIAPAS",123,"CAPITAN LUIS ANGEL VIDAL-CAM",779,68,851,4,10,0,252,"AMLO"
8,"CHIHUAHUA",5,"ASCENSION-COA",1902,2124,4327,2,472,8,437,"AMLO"
30,"VERACRUZ",45,"COMAPA-VER",3095,3309,3046,0,149,0,287,"ANAYA"
30,"VERACRUZ",83,"IXHUATLAN DEL CAFE-VER",1567,3008,4752,6,228,1,285,"AMLO"
14,"JALISCO",101,"TOMATLAN-JAL",1860,3590,8501,2,293,6,816,"AMLO"
13,"HIDALGO",77,"VILLA DE TEZONTEPEC-HGO",1012,820,3327,11,347,3,169,"AMLO"
20,"OAXACA",489,"SANTIAGO TEPETLAPA-OAX",13,8,34,0,3,0,2,"AMLO"
19,"NUEVO LEÓN",31,"ITURBIDE-NLE",945,257,636,0,699,0,118,"MEADE"
31,"YUCATÁN",22,"CHIKINDZONOT-YUC",1612,345,657,0,2,0,25,"MEADE"
14,"JALISCO",35,"EJUTLA-JAL",293,560,357,1,34,1,38,"ANAYA"
6,"COLIMA",2,"COMALA-COL",3261,3059,4727,1,422,10,339,"AMLO"
7,"CHIAPAS",63,"OSUMACINTA-CAM",580,663,1118,0,54,0,101,"AMLO"
32,"ZACATECAS",11,"TRINIDAD GARCIA DE LA CADENA-ZAC",500,418,672,2,64,0,60,"AMLO"
23,"QUINTANA ROO",4,"ISLA MUJERES-ROO",3040,2031,7242,0,470,2,279,"AMLO"
7,"CHIAPAS",14,"EL BOSQUE-CAM",3804,830,5119,5,193,11,1120,"AMLO"
15,"MÉXICO",41,"IXTAPAN DE LA SAL-MEX",3951,4447,9040,7,912,5,593,"AMLO"
21,"PUEBLA",213,"ZIHUATEUTLA-PUE",894,3000,3276,19,82,4,427,"AMLO"
20,"OAXACA",364,"SANTA CATARINA JUQUILA-OAX",1328,879,6470,3,71,0,309,"AMLO"
20,"OAXACA",363,"SANTA CATARINA IXTEPEJI-OAX",250,85,754,2,20,0,23,"AMLO"
15,"MÉXICO",95,"TEPETLIXPA-MEX",2115,989,6292,2,301,2,287,"AMLO"
20,"OAXACA",317,"SAN PEDRO MIXTEPEC-OAX",27,23,326,0,6,0,17,"AMLO"
15,"MÉXICO",110,"TULTITLAN-MEX",37788,39748,143076,101,13235,157,4958,"AMLO"
20,"OAXACA",544,"TEOCOCUILCO DE MARCOS PEREZ-OAX",90,32,288,1,2,0,6,"AMLO"
29,"TLAXCALA",41,"PAPALOTLA DE XICOHTENCATL-TLX",1577,1443,11125,5,364,0,248,"AMLO"
24,"SAN LUIS POTOSÍ",12,"TANCANHUITZ-SLP",2094,2722,5177,1,205,0,696,"AMLO"
21,"PUEBLA",114,"PIAXTLA-PUE",565,353,1560,3,25,0,66,"AMLO"
14,"JALISCO",68,"PONCITLAN-JAL",3613,5928,9504,42,880,4,704,"AMLO"
21,"PUEBLA",12,"ALJOJUCA-PUE",552,986,2135,0,178,1,166,"AMLO"
30,"VERACRUZ",15,"NARANJOS AMATLAN-VER",1864,3186,8227,1,518,1,247,"AMLO"
17,"MORELOS",33,"TEMOAC-MOR",994,543,6454,2,222,0,270,"AMLO"
30,"VERACRUZ",203,"ZOZOCOLCO DE HIDALGO-VER",1019,2999,1736,1,55,0,138,"ANAYA"
30,"VERACRUZ",139,"RIO BLANCO-VER",1614,3497,15435,6,1375,8,413,"AMLO"
15,"MÉXICO",74,"SAN ANTONIO LA ISLA-MEX",2376,2211,6972,1,748,2,193,"AMLO"
26,"SONORA",72,"SAN IGNACIO RIO MUERTO-SON",938,592,4049,4,126,0,172,"AMLO"
24,"SAN LUIS POTOSÍ",55,"XILITLA-SLP",6414,7260,7524,4,630,4,1599,"AMLO"
15,"MÉXICO",62,"NOPALTEPEC-MEX",1515,1442,2815,1,253,0,202,"AMLO"
18,"NAYARIT",1,"ACAPONETA-NAY",2451,2039,10914,10,200,2,389,"AMLO"
20,"OAXACA",493,"SANTIAGO TILANTONGO-OAX",211,167,788,3,20,1,88,"AMLO"
12,"GUERRERO",70,"XALPATLAHUAC-GRO",2389,473,3713,0,16,0,448,"AMLO"
29,"TLAXCALA",56,"SAN JERONIMO ZACUALPAN-TLX",302,132,1624,0,54,1,41,"AMLO"
16,"MICHOACÁN",72,"PURUANDIRO-MIC",5186,7463,14197,57,1607,5,1407,"AMLO"
12,"GUERRERO",32,"GENERAL CANUTO A. NERI-GRO",586,1109,1435,1,19,1,151,"AMLO"
14,"JALISCO",96,"TEUCHITLAN-JAL",961,1443,2839,0,188,2,159,"AMLO"
30,"VERACRUZ",34,"CATEMACO-VER",1886,5211,14095,2,444,0,881,"AMLO"
8,"CHIHUAHUA",20,"CHINIPAS-COA",1260,358,1519,0,10,6,177,"AMLO"
21,"PUEBLA",73,"HUEHUETLA-PUE",3210,3888,1974,1,34,0,211,"ANAYA"
30,"VERACRUZ",166,"TEPETZINTLA-VER",1205,2632,3553,1,108,0,135,"AMLO"
21,"PUEBLA",7,"AHUATLAN-PUE",695,322,660,2,10,0,70,"MEADE"
31,"YUCATÁN",75,"TEABO-YUC",2117,1049,964,0,19,0,79,"MEADE"
30,"VERACRUZ",190,"URSULO GALVAN-VER",1469,3866,9541,8,625,3,295,"AMLO"
28,"TAMAULIPAS",13,"GÜEMEZ-TAM",2282,3089,3645,0,238,2,190,"AMLO"
12,"GUERRERO",72,"XOCHISTLAHUACA-GRO",4304,404,10565,0,28,2,356,"AMLO"
20,"OAXACA",270,"SAN MIGUEL MIXTEPEC-OAX",103,269,867,1,7,0,107,"AMLO"
16,"MICHOACÁN",15,"COALCOMAN DE VAZQUEZ PALLARES-MIC",2469,2496,3562,16,454,1,494,"AMLO"
5,"COAHUILA",8,"ESCOBEDO-COL",740,551,473,0,28,0,41,"MEADE"
1,"AGUASCALIENTES",8,"SAN JOSE DE GRACIA-AGS",910,1663,2044,0,157,2,140,"AMLO"
10,"DURANGO",7,"GOMEZ PALACIO-DUR",22167,30146,83249,221,8342,51,2544,"AMLO"
20,"OAXACA",510,"SANTO DOMINGO IXCATLAN-OAX",160,18,177,0,3,0,10,"AMLO"
31,"YUCATÁN",103,"XOCCHEL-YUC",106,202,156,0,2,1,6,"ANAYA"
3,"BAJA CALIFORNIA SUR",5,"LORETO-BCS",948,2290,4497,5,388,1,178,"AMLO"
23,"QUINTANA ROO",11,"PUERTO MORELOS-ROO",2430,2024,7497,3,449,7,307,"AMLO"
20,"OAXACA",145,"SAN FRANCISCO OZOLOTEPEC-OAX",96,78,510,0,5,0,50,"AMLO"
20,"OAXACA",27,"CUYAMECALCO VILLA DE ZARAGOZA-OAX",341,139,816,0,17,0,107,"AMLO"
32,"ZACATECAS",46,"TEPETONGO-ZAC",2227,661,850,0,118,0,194,"MEADE"
12,"GUERRERO",38,"IXCATEOPAN DE CUAUHTEMOC-GRO",1257,878,1865,1,30,6,129,"AMLO"
10,"DURANGO",34,"SUCHIL-DUR",1006,541,1290,0,69,0,80,"AMLO"
30,"VERACRUZ",209,"UXPANAPA-VER",1434,3833,6247,8,147,1,435,"AMLO"
31,"YUCATÁN",30,"DZITAS-YUC",1033,525,1033,0,14,0,46,"MEADE"
30,"VERACRUZ",101,"MANLIO FABIO ALTAMIRANO-VER",1136,3477,5586,4,230,0,272,"AMLO"
21,"PUEBLA",9,"AHUEHUETITLA-PUE",170,152,895,0,8,0,58,"AMLO"
20,"OAXACA",310,"SAN PEDRO JICAYAN-OAX",1351,973,3027,1,16,0,214,"AMLO"
20,"OAXACA",306,"SAN PEDRO HUILOTEPEC-OAX",414,124,1073,0,16,0,46,"AMLO"
16,"MICHOACÁN",70,"LA PIEDAD-MIC",5690,14008,16656,7,3934,24,1296,"AMLO"
21,"PUEBLA",170,"TEPEYAHUALCO DE CUAUHTEMOC-PUE",139,296,1683,2,44,0,86,"AMLO"
15,"MÉXICO",7,"AMANALCO-MEX",3178,1523,7842,15,275,2,484,"AMLO"
26,"SONORA",47,"CARBO-SON",671,529,1080,2,51,0,58,"AMLO"
30,"VERACRUZ",54,"CUICHAPA-VER",1011,1589,3352,14,96,0,133,"AMLO"
5,"COAHUILA",31,"SAN BUENAVENTURA-COL",3006,1718,6167,10,505,1,191,"AMLO"
20,"OAXACA",437,"SANTA MARIA TEXCATITLAN-OAX",222,139,179,0,1,0,20,"MEADE"
28,"TAMAULIPAS",21,"EL MANTE-TAM",8364,16802,26835,10,3403,5,1290,"AMLO"
20,"OAXACA",64,"NEJAPA DE MADERO-OAX",334,274,2456,6,42,0,100,"AMLO"
30,"VERACRUZ",124,"PANUCO-VER",4568,12285,24284,12,1502,7,1196,"AMLO"
32,"ZACATECAS",55,"VILLANUEVA-ZAC",3566,6007,6070,20,565,2,556,"AMLO"
