ano,estado,municipio,cve_inegi,id_estado,id_municipio,pea,pea_h,pea_m,pei,pei_h,pei_m,pea_ocupada,pea_ocupada_h,pea_ocupada_m,pea_desocupada,pea_desocupada_h,pea_desocupada_m,tpe,tpe_h,tpe_m
2010,Jalisco,El Salto,14070,14,70,54212,37465,16747,43990,11329,32661,51659,35345,16314,2553,2120,433,54.89,76.33,33.7
2010,Jalisco,San Cristobal de la Barranca,14071,14,71,1010,794,216,1436,406,1030,966,752,214,44,42,2,41.02,65.73,17.22
2010,Jalisco,San Diego de Alejandria,14072,14,72,2516,1673,843,2355,607,1748,2378,1544,834,138,129,9,51.22,72.55,32.35
2010,Jalisco,San Juan de los Lagos,14073,14,73,27332,18559,8773,20533,4589,15944,26313,17695,8618,1019,864,155,56.81,79.62,35.38
2010,Jalisco,San Julian,14074,14,74,6377,4281,2096,5452,1139,4313,5963,3936,2027,414,345,69,53.43,77.92,32.54
2010,Jalisco,San Marcos,14075,14,75,1268,934,334,1592,515,1077,1185,860,325,83,74,9,44.21,64.37,23.57
2010,Jalisco,San Martin de Bolanos,14076,14,76,844,634,210,1724,633,1091,827,618,209,17,16,1,32.69,49.76,16.06
2010,Jalisco,San Martin Hidalgo,14077,14,77,9034,6676,2358,11359,3074,8285,8529,6208,2321,505,468,37,43.85,67.51,22.01
2010,Jalisco,San Miguel el Alto,14078,14,78,13394,8744,4650,9852,2161,7691,12721,8173,4548,673,571,102,57.15,79.38,37.43
2010,Jalisco,Gomez Farias,14079,14,79,5199,3665,1534,5307,1330,3977,5082,3560,1522,117,105,12,49.16,72.7,27.71
2010,Jalisco,San Sebastian del Oeste,14080,14,80,2062,1709,353,2398,619,1779,2039,1687,352,23,22,1,45.65,72.11,16.44
2010,Jalisco,Santa Maria de los angeles,14081,14,81,941,685,256,1966,663,1303,928,672,256,13,13,0,32.21,50.44,16.38
2010,Jalisco,Sayula,14082,14,82,13309,9166,4143,12989,3285,9704,12857,8800,4057,452,366,86,50.34,73.11,29.8
2010,Jalisco,Tala,14083,14,83,25740,18017,7723,25175,7000,18175,24429,16860,7569,1311,1157,154,50.26,71.61,29.64
2010,Jalisco,Talpa de Allende,14084,14,84,5464,4132,1332,5464,1314,4150,5273,3958,1315,191,174,17,49.72,75.33,24.2
2010,Jalisco,Tamazula de Gordiano,14085,14,85,14567,10635,3932,15237,3742,11495,13851,10016,3835,716,619,97,48.64,73.45,25.42
2010,Jalisco,Tapalpa,14086,14,86,6409,4895,1514,6569,1341,5228,6223,4729,1494,186,166,20,49.16,78.06,22.38
2010,Jalisco,Tecalitlan,14087,14,87,6286,4600,1686,6577,1545,5032,6033,4374,1659,253,226,27,48.53,74.07,25
2010,Jalisco,Tecolotlan,14088,14,88,6337,4709,1628,6340,1503,4837,6012,4409,1603,325,300,25,49.55,74.75,25.09
2010,Jalisco,Techaluta de Montenegro,14089,14,89,1264,886,378,1387,402,985,1247,873,374,17,13,4,46.81,67.02,27.43
2010,Jalisco,Tenamaxtlan,14090,14,90,2493,1809,684,2953,866,2087,2340,1671,669,153,138,15,45.42,66.83,24.59
2010,Jalisco,Teocaltiche,14091,14,91,14727,10308,4419,14871,3386,11485,13950,9651,4299,777,657,120,49.36,74.32,27.67
2010,Jalisco,Teocuitatlan de Corona,14092,14,92,4026,3119,907,4396,958,3438,3926,3029,897,100,90,10,47.19,75.17,20.69
2010,Jalisco,Tepatitlan de Morelos,14093,14,93,58131,38200,19931,43342,10390,32952,56113,36610,19503,2018,1590,428,56.98,78.03,37.56
2010,Jalisco,Tequila,14094,14,94,14802,10651,4151,14529,3725,10804,14278,10204,4074,524,447,77,50.07,73.46,27.56
2010,Jalisco,Teuchitlan,14095,14,95,3226,2323,903,3698,1032,2666,2884,2017,867,342,306,36,45.69,68.26,24.69
2010,Jalisco,Tizapan el Alto,14096,14,96,7492,5671,1821,7834,1692,6142,7033,5259,1774,459,412,47,47.72,74.95,22.38
2010,Jalisco,Tlajomulco de Zuniga,14097,14,97,165648,110321,55327,114681,27295,87386,159215,105387,53828,6433,4934,1499,58.83,79.77,38.61
2010,Jalisco,San Pedro Tlaquepaque,14098,14,98,260038,167651,92387,187110,50515,136595,249592,159509,90083,10446,8142,2304,57.85,76.4,40.16
2010,Jalisco,Toliman,14099,14,99,3385,2622,763,3759,826,2933,3225,2482,743,160,140,20,46.98,75.22,20.52
2010,Jalisco,Tomatlan,14100,14,100,12926,10117,2809,12694,2955,9739,12542,9776,2766,384,341,43,50.03,76.55,22.26
2010,Jalisco,Tonala,14101,14,101,208604,139127,69477,137166,36212,100954,200401,132648,67753,8203,6479,1724,59.93,78.58,40.63
2010,Jalisco,Tonaya,14102,14,102,2393,1668,725,2286,580,1706,2354,1640,714,39,28,11,50.71,73.35,29.65
2010,Jalisco,Tonila,14103,14,103,2663,1954,709,2936,767,2169,2432,1738,694,231,216,15,47.25,71.24,24.51
2010,Jalisco,Totatiche,14104,14,104,1292,964,328,2230,726,1504,1247,921,326,45,43,2,35.77,54.62,17.76
2010,Jalisco,Tototlan,14105,14,105,7913,5898,2015,8225,1869,6356,7673,5692,1981,240,206,34,48.68,75.27,23.94
2010,Jalisco,Tuxcacuesco,14106,14,106,1308,966,342,1984,695,1289,1290,949,341,18,17,1,39.6,57.91,20.92
2010,Jalisco,Tuxcueca,14107,14,107,2353,1659,694,2289,571,1718,2310,1621,689,43,38,5,49.95,73.08,28.43
2010,Jalisco,Tuxpan,14108,14,108,13200,8780,4420,12882,3571,9311,12720,8389,4331,480,391,89,50.16,70.17,32.02
2010,Jalisco,Union de San Antonio,14109,14,109,6326,4608,1718,6309,1280,5029,5853,4219,1634,473,389,84,49.64,77.35,25.32
2010,Jalisco,Union de Tula,14110,14,110,5008,3533,1475,5731,1608,4123,4817,3360,1457,191,173,18,46.37,68.09,26.29
2010,Jalisco,Valle de Guadalupe,14111,14,111,2880,1953,927,2186,528,1658,2802,1893,909,78,60,18,56.44,77.9,35.71
2010,Jalisco,Valle de Juarez,14112,14,112,2306,1614,692,2169,476,1693,2203,1526,677,103,88,15,50.67,75.1,28.81
2010,Jalisco,San Gabriel,14113,14,113,6322,4517,1805,5387,1153,4234,6174,4391,1783,148,126,22,53.54,78.78,29.72
2010,Jalisco,Villa Corona,14114,14,114,6061,4322,1739,6905,1961,4944,5740,4031,1709,321,291,30,46.39,68.03,25.91
2010,Jalisco,Villa Guerrero,14115,14,115,1633,1225,408,2589,821,1768,1363,973,390,270,252,18,38.25,58.92,18.63
2010,Jalisco,Villa Hidalgo,14116,14,116,7373,4842,2531,6199,1497,4702,6992,4521,2471,381,321,60,53.82,75.33,34.8
2010,Jalisco,Canadas de Obregon,14117,14,117,1573,1135,438,1700,411,1289,1500,1065,435,73,70,3,47.72,72.52,25.3
2010,Jalisco,Yahualica de Gonzalez Gallo,14118,14,118,8607,5995,2612,8683,2003,6680,8241,5674,2567,366,321,45,49.07,73.37,27.88
2010,Jalisco,Zacoalco de Torres,14119,14,119,10191,7402,2789,10947,2799,8148,9807,7080,2727,384,322,62,47.84,71.77,25.38
2010,Jalisco,Zapopan,14120,14,120,562233,343935,218298,385916,113775,272141,542497,329517,212980,19736,14418,5318,59.03,74.77,44.33
2010,Jalisco,Zapotiltic,14121,14,121,10583,7464,3119,11949,3378,8571,9725,6799,2926,858,665,193,46.7,68.35,26.56
2010,Jalisco,Zapotitlan de Vadillo,14122,14,122,2191,1618,573,2742,792,1950,2088,1518,570,103,100,3,44.08,66.37,22.62
2010,Jalisco,Zapotlan del Rey,14123,14,123,6284,4925,1359,6860,1448,5412,6028,4681,1347,256,244,12,47.53,76.57,20.01
2010,Jalisco,Zapotlanejo,14124,14,124,26879,17958,8921,19838,4446,15392,25668,16984,8684,1211,974,237,57.04,79.21,36.49
2010,Jalisco,San Ignacio Cerro Gordo,14125,14,125,6583,4833,1750,6118,1156,4962,6266,4592,1674,317,241,76,51.39,79.69,25.94
2010,Mexico,Total del estado Mexico,15000,15,0,6124813,4068466,2056347,5287459,1410776,3876683,5814548,3828725,1985823,310265,239741,70524,53.36,73.67,34.53
2010,Mexico,Acambay de Ruiz Castaneda,15001,15,1,19427,15081,4346,24386,5733,18653,17388,13277,4111,2039,1804,235,44.06,71.86,18.81
2010,Mexico,Acolman,15002,15,2,51556,35127,16429,45092,11691,33401,48889,33048,15841,2667,2079,588,52.03,71.64,32.82
2010,Mexico,Aculco,15003,15,3,15592,11805,3787,16948,4012,12936,14594,10941,3653,998,864,134,47.74,74.23,22.6
2010,Mexico,Almoloya de Alquisiras,15004,15,4,4854,3620,1234,5816,1293,4523,4632,3424,1208,222,196,26,45.19,72.94,21.35
2010,Mexico,Almoloya de Juarez,15005,15,5,51587,38692,12895,52212,11516,40696,48703,36130,12573,2884,2562,322,48.09,72.61,23.88
2010,Mexico,Almoloya del Rio,15006,15,6,4545,2866,1679,3607,966,2641,4388,2747,1641,157,119,38,55.34,74.19,38.6
2010,Mexico,Amanalco,15007,15,7,7335,5827,1508,9086,2162,6924,6950,5470,1480,385,357,28,44.31,72.21,17.77
2010,Mexico,Amatepec,15008,15,8,8437,6703,1734,11267,2722,8545,8140,6432,1708,297,271,26,42.64,70.71,16.82
2010,Mexico,Amecameca,15009,15,9,18383,12679,5704,18142,4552,13590,17437,11903,5534,946,776,170,50.11,73.15,29.48
2010,Mexico,Apaxco,15010,15,10,10725,7574,3151,10184,2649,7535,10208,7130,3078,517,444,73,51.1,73.77,29.39
2010,Mexico,Atenco,15011,15,11,21731,15174,6557,19503,5079,14424,20677,14275,6402,1054,899,155,52.54,74.64,31.18
2010,Mexico,Atizapan,15012,15,12,4313,2797,1516,3117,734,2383,4245,2746,1499,68,51,17,57.88,78.97,38.78
2010,Mexico,Atizapan de Zaragoza,15013,15,13,216353,136924,79429,168646,47721,120925,204864,128673,76191,11489,8251,3238,56.01,73.89,39.52
2010,Mexico,Atlacomulco,15014,15,14,34834,23050,11784,33133,8859,24274,33037,21640,11397,1797,1410,387,51.05,71.91,32.58
2010,Mexico,Atlautla,15015,15,15,10076,7401,2675,10600,2427,8173,9650,7037,2613,426,364,62,48.56,74.96,24.6
2010,Mexico,Axapusco,15016,15,16,9296,6874,2422,9676,2416,7260,8854,6505,2349,442,369,73,48.61,73.3,24.85
2010,Mexico,Ayapango,15017,15,17,3302,2332,970,3309,906,2403,3174,2226,948,128,106,22,49.82,71.75,28.72
2010,Mexico,Calimaya,15018,15,18,17875,12725,5150,16732,4084,12648,17112,12091,5021,763,634,129,51.4,75.24,28.83
2010,Mexico,Capulhuac,15019,15,19,13847,9143,4704,11548,3035,8513,13388,8787,4601,459,356,103,54.31,74.77,35.46
2010,Mexico,Coacalco de Berriozabal,15020,15,20,119932,75399,44533,100098,29198,70900,112881,70457,42424,7051,4942,2109,54.35,71.86,38.47
2010,Mexico,Coatepec Harinas,15021,15,21,12721,9506,3215,12585,2423,10162,12479,9285,3194,242,221,21,49.96,79.06,23.92
2010,Mexico,Cocotitlan,15022,15,22,4700,3187,1513,4564,1310,3254,4543,3052,1491,157,135,22,50.64,70.73,31.68
2010,Mexico,Coyotepec,15023,15,23,14146,9833,4313,13804,3748,10056,13586,9360,4226,560,473,87,50.39,72.03,29.91
2010,Mexico,Cuautitlan,15024,15,24,58806,37742,21064,44864,12345,32519,56539,36088,20451,2267,1654,613,55.96,73.65,39.12
2010,Mexico,Chalco,15025,15,25,120150,82013,38137,106922,27074,79848,114183,77269,36914,5967,4744,1223,52.05,73.68,31.9
2010,Mexico,Chapa de Mota,15026,15,26,9998,7579,2419,9834,2031,7803,9592,7218,2374,406,361,45,50.21,78.49,23.58
2010,Mexico,Chapultepec,15027,15,27,3890,2606,1284,3126,782,2344,3757,2513,1244,133,93,40,55.21,76.47,35.29
2010,Mexico,Chiautla,15028,15,28,10546,7063,3483,9199,2408,6791,10323,6890,3433,223,173,50,53.21,74.3,33.78
2010,Mexico,Chicoloapan,15029,15,29,71836,46837,24999,56916,15032,41884,68668,44466,24202,3168,2371,797,55.66,75.5,37.3
2010,Mexico,Chiconcuac,15030,15,30,9377,6264,3113,7564,1899,5665,9202,6125,3077,175,139,36,55.13,76.39,35.33
2010,Mexico,Chimalhuacan,15031,15,31,246100,168763,77337,202614,49577,153037,232026,157509,74517,14074,11254,2820,54.63,76.94,33.46
2010,Mexico,Donato Guerra,15032,15,32,10498,8177,2321,12357,2886,9471,9709,7436,2273,789,741,48,45.65,73.32,19.59
2010,Mexico,Ecatepec de Morelos,15033,15,33,699245,456236,243009,583037,160679,422358,661748,428496,233252,37497,27740,9757,54.34,73.65,36.42
2010,Mexico,Ecatzingo,15034,15,34,3230,2408,822,3465,821,2644,3141,2326,815,89,82,7,48.09,74.34,23.64
2010,Mexico,Huehuetoca,15035,15,35,37331,26586,10745,33093,7697,25396,35504,25182,10322,1827,1404,423,52.85,77.3,29.65
2010,Mexico,Hueypoxtla,15036,15,36,14328,10761,3567,15144,3723,11421,13696,10201,3495,632,560,72,48.35,73.7,23.73
2010,Mexico,Huixquilucan,15037,15,37,102841,63647,39194,77404,21425,55979,98776,60539,38237,4065,3108,957,56.57,74.13,40.85
2010,Mexico,Isidro Fabela,15038,15,38,3818,2757,1061,3766,964,2802,3593,2568,1025,225,189,36,50.13,73.62,27.41
2010,Mexico,Ixtapaluca,15039,15,39,190023,125832,64191,161137,43058,118079,180389,118580,61809,9634,7252,2382,53.94,74.27,35.11
2010,Mexico,Ixtapan de la Sal,15040,15,40,13260,8776,4484,11128,2675,8453,12667,8269,4398,593,507,86,54.06,76.17,34.47
2010,Mexico,Ixtapan del Oro,15041,15,41,2024,1668,356,2671,693,1978,1949,1601,348,75,67,8,42.95,70.35,15.21
2010,Mexico,Ixtlahuaca,15042,15,42,51676,36691,14985,51958,12203,39755,49107,34556,14551,2569,2135,434,49.47,74.16,27.26
2010,Mexico,Xalatlaco,15043,15,43,10351,7058,3293,9036,2240,6796,10034,6795,3239,317,263,54,52.84,75.13,32.3
2010,Mexico,Jaltenco,15044,15,44,10733,7150,3583,9210,2412,6798,10286,6813,3473,447,337,110,53.61,74.47,34.39
2010,Mexico,Jilotepec,15045,15,45,31842,22755,9087,30368,7304,23064,30430,21516,8914,1412,1239,173,50.74,74.63,28.16
2010,Mexico,Jilotzingo,15046,15,46,7154,4940,2214,6336,1647,4689,6847,4689,2158,307,251,56,52.82,74.58,31.99
2010,Mexico,Jiquipilco,15047,15,47,23308,17409,5899,25872,5911,19961,22012,16285,5727,1296,1124,172,47.03,73.95,22.67
2010,Mexico,Jocotitlan,15048,15,48,23088,15752,7336,22348,5837,16511,21766,14694,7072,1322,1058,264,50.57,72.48,30.66
2010,Mexico,Joquicingo,15049,15,49,4670,3434,1236,4694,1012,3682,4346,3153,1193,324,281,43,49.61,76.75,25.02
2010,Mexico,Juchitepec,15050,15,50,9228,6614,2614,8222,1850,6372,8940,6371,2569,288,243,45,52.61,77.7,28.96
2010,Mexico,Lerma,15051,15,51,51688,36078,15610,47495,12341,35154,49546,34320,15226,2142,1758,384,51.85,74.02,30.64
2010,Mexico,Malinalco,15052,15,52,9459,7040,2419,9100,1946,7154,9044,6683,2361,415,357,58,50.66,77.76,25.15
2010,Mexico,Melchor Ocampo,15053,15,53,19854,13469,6385,17188,4400,12788,19094,12862,6232,760,607,153,53.25,74.8,33.12
2010,Mexico,Metepec,15054,15,54,91700,56373,35327,74788,22419,52369,87780,53611,34169,3920,2762,1158,54.9,71.29,40.17
2010,Mexico,Mexicaltzingo,15055,15,55,4710,3194,1516,4070,1021,3049,4564,3087,1477,146,107,39,53.49,75.47,33.14
2010,Mexico,Morelos,15056,15,56,9179,6942,2237,11150,2511,8639,8368,6205,2163,811,737,74,44.72,72.39,20.46
2010,Mexico,Naucalpan de Juarez,15057,15,57,357773,226249,131524,281664,80072,201592,341617,214399,127218,16156,11850,4306,55.69,73.49,39.31
2010,Mexico,Nezahualcoyotl,15058,15,58,480547,300984,179563,392087,113853,278234,457542,284556,172986,23005,16428,6577,54.63,71.68,39.06
2010,Mexico,Nextlalpan,15059,15,59,13847,9304,4543,10677,2583,8094,13327,8913,4414,520,391,129,56.19,77.75,35.84
2010,Mexico,Nicolas Romero,15060,15,60,149058,100392,48666,126840,33608,93232,140650,93607,47043,8408,6785,1623,53.87,74.65,34.22
2010,Mexico,Nopaltepec,15061,15,61,3396,2451,945,3159,792,2367,3322,2390,932,74,61,13,51.56,75.28,28.38
2010,Mexico,Ocoyoacac,15062,15,62,24547,16833,7714,22254,5901,16353,23659,16087,7572,888,746,142,52.27,73.79,31.94
2010,Mexico,Ocuilan,15063,15,63,11245,8086,3159,11379,2798,8581,10672,7565,3107,573,521,52,49.45,73.78,26.82
2010,Mexico,El Oro,15064,15,64,11886,8663,3223,13040,3270,9770,9909,6936,2973,1977,1727,250,47.11,71.12,24.7
2010,Mexico,Otumba,15065,15,65,12926,9079,3847,11664,2747,8917,12511,8754,3757,415,325,90,50.23,70.27,30.02
2010,Mexico,Otzoloapan,15066,15,66,1404,1215,189,2141,569,1572,1158,975,183,246,240,6,39.28,67.16,10.71
2010,Mexico,Otzolotepec,15067,15,67,28160,20352,7808,27734,6686,21048,26836,19193,7643,1324,1159,165,50.12,74.81,26.94
2010,Mexico,Ozumba,15068,15,68,10457,7217,3240,9802,2372,7430,9784,6628,3156,673,589,84,51.43,74.9,30.29
2010,Mexico,Papalotla,15069,15,69,1739,1113,626,1405,388,1017,1706,1085,621,33,28,5,54.72,73.37,37.69
2010,Mexico,La Paz,15070,15,70,105236,69029,36207,84505,22415,62090,100134,65006,35128,5102,4023,1079,55.3,75.23,36.74
2010,Mexico,Polotitlan,15071,15,71,5009,3624,1385,4842,1155,3687,4748,3393,1355,261,231,30,50.6,75.44,27.18
2010,Mexico,Rayon,15072,15,72,4750,3412,1338,4677,1134,3543,4554,3249,1305,196,163,33,50.21,74.74,27.33
2010,Mexico,San Antonio la Isla,15073,15,73,8830,5958,2872,6711,1577,5134,8371,5628,2743,459,330,129,56.62,78.76,35.77
2010,Mexico,San Felipe del Progreso,15074,15,74,38873,29352,9521,44374,9815,34559,36018,26820,9198,2855,2532,323,46.39,74.41,21.47
2010,Mexico,San Martin de las Piramides,15075,15,75,9788,6824,2964,9123,2423,6700,9474,6593,2881,314,231,83,51.57,73.49,30.58
2010,Mexico,San Mateo Atenco,15076,15,76,28803,19270,9533,24036,6387,17649,28009,18643,9366,794,627,167,54.31,74.79,34.96
2010,Mexico,San Simon de Guerrero,15077,15,77,1975,1450,525,2466,647,1819,1864,1352,512,111,98,13,44.04,68.4,22.2
2010,Mexico,Santo Tomas,15078,15,78,2995,2352,643,3614,866,2748,2883,2251,632,112,101,11,44.8,72.13,18.78
2010,Mexico,Soyaniquilpan de Juarez,15079,15,79,4394,3230,1164,4434,1042,3392,4270,3121,1149,124,109,15,49.47,74.98,25.44
2010,Mexico,Sultepec,15080,15,80,6344,5029,1315,11703,3228,8475,6062,4763,1299,282,266,16,34.62,59.43,13.33
2010,Mexico,Tecamac,15081,15,81,148172,97779,50393,118303,30532,87771,141562,92766,48796,6610,5013,1597,55.35,75.91,36.28
2010,Mexico,Tejupilco,15082,15,82,23835,17085,6750,26639,6849,19790,22925,16291,6634,910,794,116,46.98,70.89,25.35
2010,Mexico,Temamatla,15083,15,83,4294,2962,1332,3915,998,2917,4162,2852,1310,132,110,22,52.19,74.59,31.29
2010,Mexico,Temascalapa,15084,15,84,13378,9492,3886,13234,3567,9667,12614,8866,3748,764,626,138,50.08,72.31,28.6
2010,Mexico,Temascalcingo,15085,15,85,20231,15416,4815,25443,6163,19280,18921,14222,4699,1310,1194,116,44.01,70.85,19.89
2010,Mexico,Temascaltepec,15086,15,86,10229,8198,2031,12807,2882,9925,9658,7664,1994,571,534,37,43.8,72.3,16.9
2010,Mexico,Temoaya,15087,15,87,32408,23739,8669,30677,6536,24141,31042,22582,8460,1366,1157,209,51.12,77.97,26.31
2010,Mexico,Tenancingo,15088,15,88,34027,23596,10431,31777,7526,24251,32802,22565,10237,1225,1031,194,51.2,74.62,29.94
2010,Mexico,Tenango del Aire,15089,15,89,4017,2849,1168,3992,996,2996,3818,2697,1121,199,152,47,50.04,73.85,28.01
2010,Mexico,Tenango del Valle,15090,15,90,29408,20825,8583,27614,6476,21138,28039,19634,8405,1369,1191,178,51.08,75.09,28.76
2010,Mexico,Teoloyucan,15091,15,91,25162,17263,7899,21416,5431,15985,24330,16582,7748,832,681,151,53.69,75.47,32.92
2010,Mexico,Teotihuacan,15092,15,92,20020,13598,6422,19125,5279,13846,18783,12645,6138,1237,953,284,50.98,71.77,31.6
2010,Mexico,Tepetlaoxtoc,15093,15,93,10925,7554,3371,9822,2503,7319,10403,7123,3280,522,431,91,52.36,74.65,31.37
2010,Mexico,Tepetlixpa,15094,15,94,6737,5102,1635,7218,1641,5577,6205,4631,1574,532,471,61,48.09,75.28,22.61
2010,Mexico,Tepotzotlan,15095,15,95,36082,24281,11801,30314,8083,22231,34316,22898,11418,1766,1383,383,54.13,74.69,34.56
2010,Mexico,Tequixquiac,15096,15,96,12665,9261,3404,12675,3150,9525,11720,8394,3326,945,867,78,49.69,74.05,26.22
2010,Mexico,Texcaltitlan,15097,15,97,4711,3668,1043,7483,2062,5421,4434,3413,1021,277,255,22,38.29,63.31,16.02
2010,Mexico,Texcalyacac,15098,15,98,1946,1331,615,1859,492,1367,1860,1254,606,86,77,9,50.89,72.57,30.9
2010,Mexico,Texcoco,15099,15,99,94024,61483,32541,84160,24669,59491,89973,58458,31515,4051,3025,1026,52.25,70.17,35.24
2010,Mexico,Tezoyuca,15100,15,100,13332,9375,3957,12369,3189,9180,12627,8803,3824,705,572,133,51.66,74.27,30.01
2010,Mexico,Tianguistenco,15101,15,101,27761,18628,9133,24260,6220,18040,26569,17690,8879,1192,938,254,53.08,74.53,33.45
2010,Mexico,Timilpan,15102,15,102,5444,4006,1438,6054,1440,4614,5232,3823,1409,212,183,29,47.09,73.08,23.66
2010,Mexico,Tlalmanalco,15103,15,103,18053,12001,6052,17473,4944,12529,17012,11193,5819,1041,808,233,50.68,70.57,32.51
2010,Mexico,Tlalnepantla de Baz,15104,15,104,283811,177228,106583,237414,70742,166672,269323,166790,102533,14488,10438,4050,53.94,70.43,38.83
2010,Mexico,Tlatlaya,15105,15,105,9675,8089,1586,14753,3642,11111,9435,7860,1575,240,229,11,39.39,68.52,12.43
2010,Mexico,Toluca,15106,15,106,338926,216224,122702,276182,75413,200769,322928,204088,118840,15998,12136,3862,54.91,73.84,37.83
2010,Mexico,Tonatico,15107,15,107,5068,3318,1750,4167,1062,3105,4918,3188,1730,150,130,20,54.4,74.83,35.84
2010,Mexico,Tultepec,15108,15,108,37157,25007,12150,30625,7689,22936,35378,23607,11771,1779,1400,379,54.52,76.03,34.46
2010,Mexico,Tultitlan,15109,15,109,219899,143999,75900,181738,50133,131605,207439,134901,72538,12460,9098,3362,54.6,73.94,36.49
2010,Mexico,Valle de Bravo,15110,15,110,24895,16716,8179,20483,5125,15358,23465,15547,7918,1430,1169,261,54.16,74.94,34.57
2010,Mexico,Villa de Allende,15111,15,111,15330,11824,3506,17851,4142,13709,14345,10882,3463,985,942,43,46.06,73.74,20.32
2010,Mexico,Villa del Carbon,15112,15,112,15332,11755,3577,16895,4193,12702,14025,10556,3469,1307,1199,108,47.35,73.29,21.89
2010,Mexico,Villa Guerrero,15113,15,113,24860,17396,7464,17514,3037,14477,24523,17138,7385,337,258,79,58.29,84.5,33.83
2010,Mexico,Villa Victoria,15114,15,114,30600,24305,6295,33085,6862,26223,29153,22946,6207,1447,1359,88,47.71,77.28,19.26
2010,Mexico,Xonacatlan,15115,15,115,17848,12621,5227,16267,4013,12254,16907,11807,5100,941,814,127,52.1,75.44,29.82
2010,Mexico,Zacazonapan,15116,15,116,1350,1035,315,1519,385,1134,1262,953,309,88,82,6,46.73,72.18,21.65
2010,Mexico,Zacualpan,15117,15,117,4583,3713,870,6366,1392,4974,4047,3195,852,536,518,18,41.58,72.1,14.82
2010,Mexico,Zinacantepec,15118,15,118,62919,44631,18288,59918,14755,45163,58912,41225,17687,4007,3406,601,51,74.76,28.72
2010,Mexico,Zumpahuacan,15119,15,119,4923,3849,1074,6620,1475,5145,4824,3756,1068,99,93,6,42.49,71.96,17.22
2010,Mexico,Zumpango,15120,15,120,61044,42733,18311,54769,13455,41314,57488,39862,17626,3556,2871,685,52.34,75.25,30.6
2010,Mexico,Cuautitlan Izcalli,15121,15,121,221343,139553,81790,177896,52131,125765,209253,130902,78351,12090,8651,3439,55.24,72.55,39.25
2010,Mexico,Valle de Chalco Solidaridad,15122,15,122,146466,99003,47463,118280,29547,88733,138547,92803,45744,7919,6200,1719,55.12,76.66,34.75
2010,Mexico,Luvianos,15123,15,123,6043,4847,1196,13750,4865,8885,5538,4361,1177,505,486,19,30.34,49.56,11.8
2010,Mexico,San Jose del Rincon,15124,15,124,26257,22014,4243,35015,7795,27220,23327,19253,4074,2930,2761,169,42.61,73.28,13.43
2010,Mexico,Tonanitla,15125,15,125,4133,2713,1420,3261,908,2353,3979,2600,1379,154,113,41,55.69,74.53,37.56
2010,Michoacan de Ocampo,Total del estado Michoacan de Ocampo,16000,16,0,1658417,1158174,500243,1583723,380131,1203592,1583852,1094479,489373,74565,63695,10870,50.81,74.61,29.22
2010,Michoacan de Ocampo,Acuitzio,16001,16,1,3734,2843,891,4400,960,3440,3556,2682,874,178,161,17,45.63,74.08,20.5
2010,Michoacan de Ocampo,Aguililla,16002,16,2,5825,4564,1261,6104,1403,4701,5627,4388,1239,198,176,22,48.32,75.48,20.99
2010,Michoacan de Ocampo,alvaro Obregon,16003,16,3,6708,5381,1327,8740,1834,6906,5970,4701,1269,738,680,58,43.09,73.87,16.02
2010,Michoacan de Ocampo,Angamacutiro,16004,16,4,5346,3985,1361,5979,1263,4716,4918,3568,1350,428,417,11,46.85,74.93,22.34
2010,Michoacan de Ocampo,Angangueo,16005,16,5,3460,2748,712,4490,1010,3480,3138,2452,686,322,296,26,43.33,72.74,16.92
2010,Michoacan de Ocampo,Apatzingan,16006,16,6,51600,34825,16775,39059,9248,29811,50423,33872,16551,1177,953,224,56.55,78.34,35.85
2010,Michoacan de Ocampo,Aporo,16007,16,7,1019,752,267,1342,327,1015,944,679,265,75,73,2,42.87,68.93,20.76
2010,Michoacan de Ocampo,Aquila,16008,16,8,7690,6567,1123,8659,1695,6964,7469,6361,1108,221,206,15,46.59,78.74,13.76
2010,Michoacan de Ocampo,Ario,16009,16,9,13115,9902,3213,12487,2388,10099,12678,9525,3153,437,377,60,50.72,79.73,23.91
2010,Michoacan de Ocampo,Arteaga,16010,16,10,7250,5549,1701,8346,2176,6170,7031,5343,1688,219,206,13,46.17,71.28,21.49
2010,Michoacan de Ocampo,Brisenas,16011,16,11,3815,2813,1002,4127,936,3191,3694,2703,991,121,110,11,47.5,73.56,23.81
2010,Michoacan de Ocampo,Buenavista,16012,16,12,18283,13134,5149,12686,2333,10353,18142,13031,5111,141,103,38,58.54,83.96,33.03
2010,Michoacan de Ocampo,Caracuaro,16013,16,13,2957,2356,601,3719,955,2764,2851,2253,598,106,103,3,43.9,70.37,17.74
2010,Michoacan de Ocampo,Coahuayana,16014,16,14,5560,4238,1322,4900,1117,3783,5463,4163,1300,97,75,22,52.64,78.11,25.74
2010,Michoacan de Ocampo,Coalcoman de Vazquez Pallares,16015,16,15,6158,4816,1342,6697,1384,5313,5876,4588,1288,282,228,54,47.41,76.66,20.01
2010,Michoacan de Ocampo,Coeneo,16016,16,16,6555,5214,1341,9611,2004,7607,5957,4627,1330,598,587,11,40.34,71.58,14.96
2010,Michoacan de Ocampo,Contepec,16017,16,17,11514,9120,2394,12423,2342,10081,10696,8360,2336,818,760,58,47.8,78.77,19.13
