ano,estado,municipio,cve_inegi,id_estado,id_municipio,pea,pea_h,pea_m,pei,pei_h,pei_m,pea_ocupada,pea_ocupada_h,pea_ocupada_m,pea_desocupada,pea_desocupada_h,pea_desocupada_m,tpe,tpe_h,tpe_m
2010,Oaxaca,San Juan Chilateca,20192,20,192,628,393,235,531,142,389,621,388,233,7,5,2,53.68,72.64,37.36
2010,Oaxaca,San Juan del Estado,20193,20,193,800,520,280,1166,397,769,778,501,277,22,19,3,40.36,56.09,26.54
2010,Oaxaca,San Juan del Rio,20194,20,194,535,347,188,473,101,372,534,346,188,1,1,0,52.61,76.26,33.45
2010,Oaxaca,San Juan Diuxi,20195,20,195,421,322,99,585,166,419,420,322,98,1,0,1,41.85,65.98,19.11
2010,Oaxaca,San Juan Evangelista Analco,20196,20,196,106,83,23,210,70,140,102,79,23,4,4,0,32.42,52.2,13.69
2010,Oaxaca,San Juan Guelavia,20197,20,197,1255,852,403,1156,291,865,1207,807,400,48,45,3,51.62,73.51,31.68
2010,Oaxaca,San Juan Guichicovi,20198,20,198,9949,7527,2422,11861,2456,9405,9823,7414,2409,126,113,13,45.33,74.84,20.37
2010,Oaxaca,San Juan Ihualtepec,20199,20,199,178,127,51,336,103,233,177,126,51,1,1,0,34.3,54.98,17.71
2010,Oaxaca,San Juan Juquila Mixes,20200,20,200,1052,815,237,1819,483,1336,1051,814,237,1,1,0,36.46,62.36,15.02
2010,Oaxaca,San Juan Juquila Vijanos,20201,20,201,488,403,85,823,195,628,488,403,85,0,0,0,37.03,66.72,11.9
2010,Oaxaca,San Juan Lachao,20202,20,202,1269,936,333,1810,457,1353,1253,922,331,16,14,2,40.92,66.43,19.68
2010,Oaxaca,San Juan Lachigalla,20203,20,203,864,704,160,1356,323,1033,859,699,160,5,5,0,38.74,68.28,13.34
2010,Oaxaca,San Juan Lajarcia,20204,20,204,329,200,129,231,48,183,326,197,129,3,3,0,57.52,77.82,40.95
2010,Oaxaca,San Juan Lalana,20205,20,205,4863,4263,600,7275,1546,5729,4826,4228,598,37,35,2,39.77,72.86,9.41
2010,Oaxaca,San Juan de los Cues,20206,20,206,860,668,192,920,221,699,859,667,192,1,1,0,47.83,74.3,21.36
2010,Oaxaca,San Juan Mazatlan,20207,20,207,4877,4407,470,7092,1452,5640,4819,4355,464,58,52,6,40.36,74.29,7.64
2010,Oaxaca,San Juan Mixtepec,20208,20,208,2550,1780,770,3653,1103,2550,2530,1763,767,20,17,3,40.72,61.02,23.02
2010,Oaxaca,San Juan Mixtepec.,20209,20,209,243,156,87,322,58,264,242,155,87,1,1,0,42.86,72.56,24.72
2010,Oaxaca,San Juan numi,20210,20,210,1895,1395,500,3177,976,2201,1862,1362,500,33,33,0,37.23,58.59,18.46
2010,Oaxaca,San Juan Ozolotepec,20211,20,211,875,730,145,1205,281,924,870,725,145,5,5,0,41.91,71.92,13.51
2010,Oaxaca,San Juan Petlapa,20212,20,212,699,672,27,1125,187,938,695,669,26,4,3,1,37.87,76.8,2.78
2010,Oaxaca,San Juan Quiahije,20213,20,213,860,687,173,1543,389,1154,773,601,172,87,86,1,35.55,63.49,12.94
2010,Oaxaca,San Juan Quiotepec,20214,20,214,628,527,101,1184,362,822,581,485,96,47,42,5,34.35,58.62,10.87
2010,Oaxaca,San Juan Sayultepec,20215,20,215,315,200,115,280,77,203,307,194,113,8,6,2,52.41,71.17,35.94
2010,Oaxaca,San Juan Tabaa,20216,20,216,426,340,86,590,130,460,425,340,85,1,0,1,41.72,71.73,15.72
2010,Oaxaca,San Juan Tamazola,20217,20,217,815,678,137,1676,505,1171,804,667,137,11,11,0,32.39,56.55,10.4
2010,Oaxaca,San Juan Teita,20218,20,218,180,110,70,301,117,184,179,109,70,1,1,0,37.27,48.25,27.45
2010,Oaxaca,San Juan Teitipac,20219,20,219,1054,727,327,1011,228,783,1026,701,325,28,26,2,50.02,73.51,29.25
2010,Oaxaca,San Juan Tepeuxila,20220,20,220,894,820,74,1193,253,940,887,813,74,7,7,0,42.69,76.21,7.27
2010,Oaxaca,San Juan Teposcolula,20221,20,221,463,315,148,521,147,374,459,311,148,4,4,0,46.72,67.89,28.08
2010,Oaxaca,San Juan Yaee,20222,20,222,552,395,157,600,138,462,549,392,157,3,3,0,47.75,73.69,25.32
2010,Oaxaca,San Juan Yatzona,20223,20,223,129,108,21,210,37,173,129,108,21,0,0,0,37.83,73.47,10.82
2010,Oaxaca,San Juan Yucuita,20224,20,224,252,161,91,312,91,221,247,158,89,5,3,2,44.13,62.65,28.98
2010,Oaxaca,San Lorenzo,20225,20,225,1888,1375,513,2376,613,1763,1852,1343,509,36,32,4,44,68.48,22.47
2010,Oaxaca,San Lorenzo Albarradas,20226,20,226,1064,797,267,1012,228,784,1051,784,267,13,13,0,50.93,77,25.33
2010,Oaxaca,San Lorenzo Cacaotepec,20227,20,227,5542,3638,1904,4926,1292,3634,5422,3537,1885,120,101,19,52.73,73.44,34.27
2010,Oaxaca,San Lorenzo Cuaunecuiltitla,20228,20,228,191,179,12,332,78,254,191,179,12,0,0,0,35.97,67.55,4.51
2010,Oaxaca,San Lorenzo Texmelucan,20229,20,229,1214,1100,114,3230,850,2380,1206,1093,113,8,7,1,27.24,56.29,4.56
2010,Oaxaca,San Lorenzo Victoria,20230,20,230,239,166,73,556,204,352,218,150,68,21,16,5,29.58,43.92,16.98
2010,Oaxaca,San Lucas Camotlan,20231,20,231,673,645,28,1429,390,1039,672,644,28,1,1,0,31.9,61.9,2.62
2010,Oaxaca,San Lucas Ojitlan,20232,20,232,7551,5887,1664,7867,1455,6412,7437,5779,1658,114,108,6,48.65,79.61,20.48
2010,Oaxaca,San Lucas Quiavini,20233,20,233,496,368,128,894,181,713,493,365,128,3,3,0,35.2,65.71,15.08
2010,Oaxaca,San Lucas Zoquiapam,20234,20,234,2224,1842,382,3057,669,2388,2199,1819,380,25,23,2,41.9,72.86,13.74
2010,Oaxaca,San Luis Amatlan,20235,20,235,1535,854,681,1129,306,823,1517,836,681,18,18,0,57.19,72.68,45.13
2010,Oaxaca,San Marcial Ozolotepec,20236,20,236,363,297,66,670,190,480,352,286,66,11,11,0,34.94,60.49,12.04
2010,Oaxaca,San Marcos Arteaga,20237,20,237,480,330,150,670,184,486,443,295,148,37,35,2,41.27,63.1,23.44
2010,Oaxaca,San Martin de los Cansecos,20238,20,238,265,221,44,377,90,287,264,220,44,1,1,0,41.02,70.83,13.17
2010,Oaxaca,San Martin Huamelulpam,20239,20,239,421,232,189,418,131,287,416,229,187,5,3,2,50,63.74,39.54
2010,Oaxaca,San Martin Itunyoso,20240,20,240,570,405,165,1101,285,816,546,382,164,24,23,1,33.95,58.53,16.72
2010,Oaxaca,San Martin Lachila,20241,20,241,222,168,54,625,198,427,191,139,52,31,29,2,25.75,44.56,11.13
2010,Oaxaca,San Martin Peras,20242,20,242,2264,1958,306,4298,1079,3219,2184,1880,304,80,78,2,34.03,63.53,8.57
2010,Oaxaca,San Martin Tilcajete,20243,20,243,578,387,191,774,210,564,567,376,191,11,11,0,42.69,64.72,25.26
2010,Oaxaca,San Martin Toxpalan,20244,20,244,1144,939,205,1476,319,1157,1095,893,202,49,46,3,43.37,74.05,14.96
2010,Oaxaca,San Martin Zacatepec,20245,20,245,305,226,79,652,213,439,300,221,79,5,5,0,31.61,50.9,15.16
2010,Oaxaca,San Mateo Cajonos,20246,20,246,203,135,68,279,70,209,201,133,68,2,2,0,41.94,65.85,24.37
2010,Oaxaca,Capulalpam de Mendez,20247,20,247,509,335,174,633,169,464,489,321,168,20,14,6,44.34,65.69,27.27
2010,Oaxaca,San Mateo del Mar,20248,20,248,4343,3549,794,5657,1430,4227,4057,3277,780,286,272,14,43.2,70.71,15.77
2010,Oaxaca,San Mateo Yoloxochitlan,20249,20,249,936,758,178,1406,333,1073,907,734,173,29,24,5,39.08,67.62,13.97
2010,Oaxaca,San Mateo Etlatongo,20250,20,250,442,297,145,457,120,337,437,293,144,5,4,1,49,70.71,30.08
2010,Oaxaca,San Mateo Nejapam,20251,20,251,340,281,59,510,114,396,339,280,59,1,1,0,40,71.14,12.97
2010,Oaxaca,San Mateo Penasco,20252,20,252,482,238,244,1067,464,603,476,233,243,6,5,1,30.92,33.62,28.67
2010,Oaxaca,San Mateo Pinas,20253,20,253,748,619,129,938,217,721,743,614,129,5,5,0,44,73.34,15.07
2010,Oaxaca,San Mateo Rio Hondo,20254,20,254,1148,910,238,1305,263,1042,1133,895,238,15,15,0,46.69,77.45,18.54
2010,Oaxaca,San Mateo Sindihui,20255,20,255,266,205,61,1290,520,770,255,197,58,11,8,3,17.07,28.24,7.33
2010,Oaxaca,San Mateo Tlapiltepec,20256,20,256,65,48,17,120,36,84,60,45,15,5,3,2,35.14,57.14,16.83
2010,Oaxaca,San Melchor Betaza,20257,20,257,300,252,48,574,148,426,296,248,48,4,4,0,33.67,61.46,9.98
2010,Oaxaca,San Miguel Achiutla,20258,20,258,84,74,10,531,208,323,83,73,10,1,1,0,13.53,25.96,2.98
2010,Oaxaca,San Miguel Ahuehuetitlan,20259,20,259,501,364,137,1245,434,811,484,347,137,17,17,0,28.64,45.5,14.44
2010,Oaxaca,San Miguel Aloapam,20260,20,260,673,565,108,1254,319,935,660,552,108,13,13,0,34.78,63.55,10.33
2010,Oaxaca,San Miguel Amatitlan,20261,20,261,1901,1408,493,3081,872,2209,1862,1373,489,39,35,4,38.02,61.35,18.23
2010,Oaxaca,San Miguel Amatlan,20262,20,262,410,280,130,403,113,290,408,278,130,2,2,0,50.43,71.25,30.95
2010,Oaxaca,San Miguel Coatlan,20263,20,263,1125,852,273,1133,206,927,1097,824,273,28,28,0,49.65,80.08,22.71
2010,Oaxaca,San Miguel Chicahua,20264,20,264,367,254,113,1262,446,816,349,238,111,18,16,2,22.34,35.72,12.12
2010,Oaxaca,San Miguel Chimalapa,20265,20,265,2083,1714,369,2515,622,1893,1994,1639,355,89,75,14,45.08,72.81,16.28
2010,Oaxaca,San Miguel del Puerto,20266,20,266,2716,2211,505,3489,808,2681,2641,2141,500,75,70,5,43.61,73.02,15.78
2010,Oaxaca,San Miguel del Rio,20267,20,267,55,52,3,178,65,113,53,50,3,2,2,0,23.31,43.7,2.56
2010,Oaxaca,San Miguel Ejutla,20268,20,268,322,229,93,369,74,295,311,219,92,11,10,1,46.07,73.87,23.91
2010,Oaxaca,San Miguel el Grande,20269,20,269,1376,869,507,1846,583,1263,1296,806,490,80,63,17,42.4,59.44,28.44
2010,Oaxaca,San Miguel Huautla,20270,20,270,612,341,271,458,146,312,609,338,271,3,3,0,57.14,69.88,46.48
2010,Oaxaca,San Miguel Mixtepec,20271,20,271,849,685,164,1288,312,976,774,630,144,75,55,20,39.36,67.82,14.3
2010,Oaxaca,San Miguel Panixtlahuaca,20272,20,272,1280,989,291,2744,771,1973,1231,944,287,49,45,4,31.42,55.5,12.7
2010,Oaxaca,San Miguel Peras,20273,20,273,883,734,149,1493,398,1095,811,667,144,72,67,5,36.93,64.44,11.9
2010,Oaxaca,San Miguel Piedras,20274,20,274,318,249,69,671,235,436,318,249,69,0,0,0,31.99,51.23,13.58
2010,Oaxaca,San Miguel Quetzaltepec,20275,20,275,2200,2051,149,3238,664,2574,2185,2038,147,15,13,2,40.1,74.72,5.44
2010,Oaxaca,San Miguel Santa Flor,20276,20,276,211,171,40,441,146,295,209,169,40,2,2,0,32.07,53.11,11.9
2010,Oaxaca,Villa Sola de Vega,20277,20,277,3903,3094,809,5111,1278,3833,3861,3060,801,42,34,8,42.89,70.24,17.23
2010,Oaxaca,San Miguel Soyaltepec,20278,20,278,11075,9369,1706,15703,3408,12295,10703,9050,1653,372,319,53,40.97,72.48,12.1
2010,Oaxaca,San Miguel Suchixtepec,20279,20,279,1010,699,311,1178,359,819,986,679,307,24,20,4,45.93,65.63,27.43
2010,Oaxaca,Villa Talea de Castro,20280,20,280,829,602,227,1036,277,759,818,594,224,11,8,3,44.14,68.02,22.86
2010,Oaxaca,San Miguel Tecomatlan,20281,20,281,111,84,27,144,43,101,106,79,27,5,5,0,42.86,64.62,20.93
2010,Oaxaca,San Miguel Tenango,20282,20,282,282,248,34,323,70,253,280,247,33,2,1,1,46.53,77.74,11.85
2010,Oaxaca,San Miguel Tequixtepec,20283,20,283,407,289,118,388,100,288,403,285,118,4,4,0,50.94,73.54,29.06
2010,Oaxaca,San Miguel Tilquiapam,20284,20,284,816,514,302,1257,358,899,814,512,302,2,2,0,38.67,57.56,24.82
2010,Oaxaca,San Miguel Tlacamama,20285,20,285,1218,940,278,1328,283,1045,1196,923,273,22,17,5,47.5,76.42,20.84
2010,Oaxaca,San Miguel Tlacotepec,20286,20,286,1195,770,425,1348,372,976,1136,714,422,59,56,3,46.86,67.13,30.29
2010,Oaxaca,San Miguel Tulancingo,20287,20,287,110,71,39,182,33,149,110,71,39,0,0,0,37.54,68.27,20.63
2010,Oaxaca,San Miguel Yotao,20288,20,288,145,107,38,290,99,191,138,101,37,7,6,1,33.26,51.69,16.59
2010,Oaxaca,San Nicolas,20289,20,289,330,261,69,538,107,431,315,246,69,15,15,0,36.59,66.58,13.53
2010,Oaxaca,San Nicolas Hidalgo,20290,20,290,263,206,57,483,136,347,245,189,56,18,17,1,35.21,60.23,14.07
2010,Oaxaca,San Pablo Coatlan,20291,20,291,1144,949,195,1752,418,1334,1134,939,195,10,10,0,39.37,69.02,12.74
2010,Oaxaca,San Pablo Cuatro Venados,20292,20,292,282,241,41,657,183,474,282,241,41,0,0,0,29.84,56.44,7.92
2010,Oaxaca,San Pablo Etla,20293,20,293,6995,4049,2946,4613,1391,3222,6864,3955,2909,131,94,37,60.06,74.09,47.65
2010,Oaxaca,San Pablo Huitzo,20294,20,294,2534,1594,940,2418,711,1707,2454,1531,923,80,63,17,51.12,69.03,35.5
2010,Oaxaca,San Pablo Huixtepec,20295,20,295,3523,2355,1168,3487,911,2576,3417,2263,1154,106,92,14,49.99,71.67,31.05
2010,Oaxaca,San Pablo Macuiltianguis,20296,20,296,258,194,64,501,163,338,256,192,64,2,2,0,33.68,53.3,15.92
2010,Oaxaca,San Pablo Tijaltepec,20297,20,297,604,345,259,782,238,544,585,326,259,19,19,0,43.42,58.97,32.13
2010,Oaxaca,San Pablo Villa de Mitla,20298,20,298,5338,3431,1907,3758,815,2943,5246,3348,1898,92,83,9,58.39,80.35,39.14
2010,Oaxaca,San Pablo Yaganiza,20299,20,299,544,277,267,333,114,219,541,274,267,3,3,0,62.03,70.84,54.94
2010,Oaxaca,San Pedro Amuzgos,20300,20,300,1825,1324,501,2850,834,2016,1807,1308,499,18,16,2,38.84,60.99,19.82
2010,Oaxaca,San Pedro Apostol,20301,20,301,551,367,184,698,190,508,543,359,184,8,8,0,43.66,64.84,26.44
2010,Oaxaca,San Pedro Atoyac,20302,20,302,1078,933,145,1719,330,1389,1070,925,145,8,8,0,37.8,71.82,9.34
2010,Oaxaca,San Pedro Cajonos,20303,20,303,440,256,184,489,136,353,432,249,183,8,7,1,47.21,65.14,34.14
2010,Oaxaca,San Pedro Coxcaltepec Cantaros,20304,20,304,307,219,88,341,89,252,306,218,88,1,1,0,46.8,70.87,25.36
2010,Oaxaca,San Pedro Comitancillo,20305,20,305,1511,941,570,1658,549,1109,1458,901,557,53,40,13,47.34,62.48,33.81
2010,Oaxaca,San Pedro el Alto,20306,20,306,1020,870,150,1490,329,1161,953,810,143,67,60,7,40.33,71.72,11.4
2010,Oaxaca,San Pedro Huamelula,20307,20,307,3084,2662,422,4205,967,3238,3016,2602,414,68,60,8,42.15,73.13,11.48
2010,Oaxaca,San Pedro Huilotepec,20308,20,308,821,597,224,1392,489,903,777,556,221,44,41,3,37.02,54.82,19.84
2010,Oaxaca,San Pedro Ixcatlan,20309,20,309,2992,2579,413,4377,984,3393,2923,2522,401,69,57,12,40.37,71.78,10.82
2010,Oaxaca,San Pedro Ixtlahuaca,20310,20,310,2616,1772,844,2290,550,1740,2542,1708,834,74,64,10,52.71,74.89,32.5
2010,Oaxaca,San Pedro Jaltepetongo,20311,20,311,92,42,50,278,130,148,91,42,49,1,0,1,24.6,24.14,25
2010,Oaxaca,San Pedro Jicayan,20312,20,312,3156,2593,563,4822,1169,3653,3052,2504,548,104,89,15,38.79,67.25,13.15
2010,Oaxaca,San Pedro Jocotipac,20313,20,313,250,89,161,454,220,234,249,89,160,1,0,1,35.26,28.53,40.55
2010,Oaxaca,San Pedro Juchatengo,20314,20,314,707,429,278,592,163,429,705,427,278,2,2,0,53.89,71.14,39.21
2010,Oaxaca,San Pedro Martir,20315,20,315,558,360,198,711,169,542,542,345,197,16,15,1,43.42,66.91,26.51
2010,Oaxaca,San Pedro Martir Quiechapa,20316,20,316,103,87,16,450,159,291,100,84,16,3,3,0,18.49,34.94,5.19
2010,Oaxaca,San Pedro Martir Yucuxaco,20317,20,317,374,293,81,660,186,474,367,286,81,7,7,0,35.93,60.66,14.52
2010,Oaxaca,San Pedro Mixtepec,20318,20,318,18139,11574,6565,13526,3509,10017,17567,11104,6463,572,470,102,56.97,76.26,39.4
2010,Oaxaca,San Pedro Mixtepec,20319,20,319,351,259,92,482,116,366,351,259,92,0,0,0,42.09,69.07,20.04
2010,Oaxaca,San Pedro Molinos,20320,20,320,120,71,49,439,178,261,119,70,49,1,1,0,21.28,28.06,15.76
2010,Oaxaca,San Pedro Nopala,20321,20,321,307,193,114,297,86,211,305,191,114,2,2,0,50.58,68.68,34.97
2010,Oaxaca,San Pedro Ocopetatillo,20322,20,322,273,210,63,358,76,282,272,209,63,1,1,0,42.66,72.66,17.95
2010,Oaxaca,San Pedro Ocotepec,20323,20,323,365,343,22,1122,380,742,354,333,21,11,10,1,24.33,47.12,2.85
2010,Oaxaca,San Pedro Pochutla,20324,20,324,16486,11809,4677,15655,3734,11921,15926,11333,4593,560,476,84,51,75.32,28.1
2010,Oaxaca,San Pedro Quiatoni,20325,20,325,3626,2872,754,4023,753,3270,3537,2784,753,89,88,1,47.13,78.62,18.66
2010,Oaxaca,San Pedro Sochiapam,20326,20,326,1172,1030,142,2117,542,1575,1155,1014,141,17,16,1,35.3,65.03,8.18
2010,Oaxaca,San Pedro Tapanatepec,20327,20,327,5269,4005,1264,5356,1153,4203,5120,3879,1241,149,126,23,49.21,76.81,23.01
2010,Oaxaca,San Pedro Taviche,20328,20,328,426,323,103,401,76,325,423,320,103,3,3,0,50.65,80.15,23.52
2010,Oaxaca,San Pedro Teozacoalco,20329,20,329,411,274,137,608,202,406,406,269,137,5,5,0,40.1,56.96,25.18
2010,Oaxaca,San Pedro Teutila,20330,20,330,1197,1033,164,1879,458,1421,1186,1025,161,11,8,3,38.56,68.23,10.31
2010,Oaxaca,San Pedro Tidaa,20331,20,331,457,257,200,259,72,187,455,255,200,2,2,0,63.74,77.88,51.68
2010,Oaxaca,San Pedro Topiltepec,20332,20,332,117,86,31,195,55,140,113,82,31,4,4,0,37.14,60.56,17.92
2010,Oaxaca,San Pedro Totolapam,20333,20,333,916,630,286,1126,298,828,905,621,284,11,9,2,43.91,65.9,25.31
2010,Oaxaca,Villa de Tututepec,20334,20,334,17235,12189,5046,15469,3414,12055,16832,11853,4979,403,336,67,52.29,77.34,29.33
2010,Oaxaca,San Pedro Yaneri,20335,20,335,274,235,39,424,103,321,274,235,39,0,0,0,38.98,69.53,10.68
2010,Oaxaca,San Pedro Yolox,20336,20,336,646,503,143,1080,303,777,635,492,143,11,11,0,37.25,62.25,15.44
2010,Oaxaca,San Pedro y San Pablo Ayutla,20337,20,337,2054,1243,811,2017,598,1419,2018,1215,803,36,28,8,49.85,66.65,35.96
2010,Oaxaca,Villa de Etla,20338,20,338,4325,2541,1784,2881,835,2046,4261,2493,1768,64,48,16,59.82,74.98,46.45
2010,Oaxaca,San Pedro y San Pablo Teposcolula,20339,20,339,1577,940,637,1482,482,1000,1566,930,636,11,10,1,51.02,65.23,38.61
2010,Oaxaca,San Pedro y San Pablo Tequixtepec,20340,20,340,583,417,166,919,257,662,570,405,165,13,12,1,38.58,61.69,19.88
2010,Oaxaca,San Pedro Yucunama,20341,20,341,57,46,11,118,31,87,56,45,11,1,1,0,32.57,59.74,11.22
2010,Oaxaca,San Raymundo Jalpan,20342,20,342,769,501,268,831,213,618,752,486,266,17,15,2,47.82,69.87,30.08
2010,Oaxaca,San Sebastian Abasolo,20343,20,343,711,524,187,723,160,563,709,523,186,2,1,1,49.03,75.83,24.64
2010,Oaxaca,San Sebastian Coatlan,20344,20,344,835,664,171,1072,241,831,827,656,171,8,8,0,43.49,73.05,16.91
2010,Oaxaca,San Sebastian Ixcapa,20345,20,345,1193,960,233,1716,429,1287,1185,953,232,8,7,1,39.5,65.4,15.01
2010,Oaxaca,San Sebastian Nicananduta,20346,20,346,240,154,86,832,294,538,240,154,86,0,0,0,20.91,31.3,13.11
2010,Oaxaca,San Sebastian Rio Hondo,20347,20,347,1094,905,189,1556,383,1173,1089,900,189,5,5,0,41.08,69.94,13.81
2010,Oaxaca,San Sebastian Tecomaxtlahuaca,20348,20,348,2824,1932,892,3452,980,2472,2730,1844,886,94,88,6,44.66,65.8,26.34
2010,Oaxaca,San Sebastian Teitipac,20349,20,349,386,276,110,1159,432,727,369,261,108,17,15,2,24.82,38.82,13.03
2010,Oaxaca,San Sebastian Tutla,20350,20,350,7906,4190,3716,5233,1771,3462,7734,4074,3660,172,116,56,60.01,70.11,51.63
2010,Oaxaca,San Simon Almolongas,20351,20,351,910,594,316,1064,275,789,897,583,314,13,11,2,45.82,67.65,28.52
2010,Oaxaca,San Simon Zahuatlan,20352,20,352,391,286,105,1898,855,1043,368,267,101,23,19,4,17.02,25,9.11
2010,Oaxaca,Santa Ana,20353,20,353,351,284,67,1100,420,680,333,266,67,18,18,0,24.16,40.28,8.96
2010,Oaxaca,Santa Ana Ateixtlahuaca,20354,20,354,147,119,28,201,39,162,146,119,27,1,0,1,41.29,73.46,14.43
2010,Oaxaca,Santa Ana Cuauhtemoc,20355,20,355,233,215,18,352,64,288,218,201,17,15,14,1,39.69,76.51,5.88
2010,Oaxaca,Santa Ana del Valle,20356,20,356,602,445,157,1010,314,696,598,441,157,4,4,0,37.09,58.09,18.32
2010,Oaxaca,Santa Ana Tavela,20357,20,357,317,253,64,454,120,334,312,248,64,5,5,0,41.01,67.65,16.04
2010,Oaxaca,Santa Ana Tlapacoyan,20358,20,358,765,501,264,715,179,536,755,492,263,10,9,1,51.38,73.14,32.84
2010,Oaxaca,Santa Ana Yareni,20359,20,359,73,53,20,595,210,385,70,50,20,3,3,0,10.93,20.15,4.94
2010,Oaxaca,Santa Ana Zegache,20360,20,360,1083,784,299,1724,486,1238,1072,773,299,11,11,0,38.24,61.15,19.29
2010,Oaxaca,Santa Catalina Quieri,20361,20,361,122,99,23,555,186,369,121,98,23,1,1,0,17.91,34.26,5.87
2010,Oaxaca,Santa Catarina Cuixtla,20362,20,362,560,346,214,555,132,423,525,315,210,35,31,4,49.87,71.49,33.49
2010,Oaxaca,Santa Catarina Ixtepeji,20363,20,363,1137,790,347,947,205,742,1130,784,346,7,6,1,54.3,79,31.72
2010,Oaxaca,Santa Catarina Juquila,20364,20,364,5203,3829,1374,5298,1166,4132,5045,3705,1340,158,124,34,49.29,76.23,24.83
2010,Oaxaca,Santa Catarina Lachatao,20365,20,365,520,340,180,527,167,360,518,338,180,2,2,0,49.29,66.41,33.15
2010,Oaxaca,Santa Catarina Loxicha,20366,20,366,988,858,130,1686,451,1235,977,847,130,11,11,0,36.74,65.05,9.49
2010,Oaxaca,Santa Catarina Mechoacan,20367,20,367,1524,1299,225,1894,347,1547,1328,1155,173,196,144,52,44.37,78.21,12.68
2010,Oaxaca,Santa Catarina Minas,20368,20,368,617,465,152,787,204,583,603,451,152,14,14,0,43.79,68.99,20.68
2010,Oaxaca,Santa Catarina Quiane,20369,20,369,632,470,162,839,213,626,608,446,162,24,24,0,42.3,67.14,20.4
2010,Oaxaca,Santa Catarina Tayata,20370,20,370,268,145,123,241,84,157,268,145,123,0,0,0,52.34,63.04,43.62
2010,Oaxaca,Santa Catarina Ticua,20371,20,371,373,226,147,395,103,292,366,219,147,7,7,0,48.13,68.07,33.18
2010,Oaxaca,Santa Catarina Yosonotu,20372,20,372,692,399,293,880,294,586,686,396,290,6,3,3,43.88,57.49,33.18
2010,Oaxaca,Santa Catarina Zapoquila,20373,20,373,193,128,65,155,42,113,191,126,65,2,2,0,55.14,75.29,36.11
2010,Oaxaca,Santa Cruz Acatepec,20374,20,374,392,319,73,590,132,458,368,298,70,24,21,3,39.52,69.96,13.62
2010,Oaxaca,Santa Cruz Amilpas,20375,20,375,4420,2603,1817,3332,973,2359,4314,2534,1780,106,69,37,56.87,72.61,43.4
2010,Oaxaca,Santa Cruz de Bravo,20376,20,376,86,53,33,192,79,113,86,53,33,0,0,0,30.82,39.85,22.6
2010,Oaxaca,Santa Cruz Itundujia,20377,20,377,2906,2490,416,4890,1175,3715,2818,2410,408,88,80,8,37.13,67.52,10.05
2010,Oaxaca,Santa Cruz Mixtepec,20378,20,378,1275,824,451,1375,437,938,1228,780,448,47,44,3,47.86,64.83,32.38
2010,Oaxaca,Santa Cruz Nundaco,20379,20,379,902,505,397,1212,443,769,877,481,396,25,24,1,42.49,53.1,33.87
2010,Oaxaca,Santa Cruz Papalutla,20380,20,380,786,538,248,737,183,554,750,505,245,36,33,3,51.27,74.1,30.73
2010,Oaxaca,Santa Cruz Tacache de Mina,20381,20,381,650,533,117,1283,352,931,645,528,117,5,5,0,33.33,59.55,11.09
2010,Oaxaca,Santa Cruz Tacahua,20382,20,382,267,187,80,615,213,402,210,140,70,57,47,10,30.2,46.52,16.6
2010,Oaxaca,Santa Cruz Tayata,20383,20,383,193,142,51,279,82,197,187,136,51,6,6,0,40.72,62.83,20.56
2010,Oaxaca,Santa Cruz Xitla,20384,20,384,1508,987,521,1665,482,1183,1452,934,518,56,53,3,47.15,66.42,30.43
2010,Oaxaca,Santa Cruz Xoxocotlan,20385,20,385,32968,19937,13031,25531,7071,18460,31822,19060,12762,1146,877,269,56.14,73.48,41.25
2010,Oaxaca,Santa Cruz Zenzontepec,20386,20,386,3175,2794,381,8594,2772,5822,2858,2503,355,317,291,26,26.87,49.94,6.13
2010,Oaxaca,Santa Gertrudis,20387,20,387,960,676,284,1271,352,919,858,589,269,102,87,15,42.53,64.5,23.49
2010,Oaxaca,Santa Ines del Monte,20388,20,388,703,537,166,998,276,722,680,514,166,23,23,0,41.23,65.89,18.65
2010,Oaxaca,Santa Ines Yatzeche,20389,20,389,340,238,102,440,81,359,336,234,102,4,4,0,43.37,74.61,21.94
2010,Oaxaca,Santa Lucia del Camino,20390,20,390,22192,12917,9275,14992,4746,10246,21677,12578,9099,515,339,176,59.48,72.85,47.37
2010,Oaxaca,Santa Lucia Miahuatlan,20391,20,391,1300,793,507,902,245,657,1296,790,506,4,3,1,58.93,76.32,43.44
2010,Oaxaca,Santa Lucia Monteverde,20392,20,392,1462,1011,451,3438,1250,2188,1451,1000,451,11,11,0,29.67,44.32,17.04
2010,Oaxaca,Santa Lucia Ocotlan,20393,20,393,884,724,160,1825,417,1408,795,635,160,89,89,0,32.27,62.36,10.14
2010,Oaxaca,Santa Maria Alotepec,20394,20,394,728,621,107,1377,401,976,723,617,106,5,4,1,34.15,60.12,9.74
2010,Oaxaca,Santa Maria Apazco,20395,20,395,747,462,285,709,192,517,744,460,284,3,2,1,51.09,70.21,35.45
2010,Oaxaca,Santa Maria la Asuncion,20396,20,396,880,684,196,1444,291,1153,826,644,182,54,40,14,37.24,68.67,14.34
2010,Oaxaca,Heroica Ciudad de Tlaxiaco,20397,20,397,14045,9095,4950,14618,4013,10605,13320,8449,4871,725,646,79,48.75,68.85,31.73
